date,close,open,high,low,volume,change_percent,avg_vol_20d
20161121,6611.5399,6597.1749,6635.8918,6591.9754,78751844.0,0.2177447197890688,82399452.6
20161122,6661.246,6619.8503,6661.5407,6617.0696,92177809.0,0.6253268295206016,82812181.55
20161123,6631.1733,6668.2484,6676.6675,6617.7752,93963240.0,-0.5559945847248284,83467381.35
20161124,6623.0489,6635.2237,6656.9659,6607.0277,93586299.0,-0.18348740826929133,84791546.45
20161125,6652.8177,6620.2193,6652.916,6531.3667,88934636.0,0.4924066488250602,85703423.45
20161128,6670.8035,6667.2656,6692.1415,6650.9193,95741366.0,0.05306373275425331,87477807.35
20161129,6620.7949,6658.3551,6681.8812,6619.0387,101446906.0,-0.5641062910567791,89423157.55
20161130,6585.5776,6605.3611,6615.921,6568.7956,81526813.0,-0.29950671432634407,89884544.8
20161201,6624.4657,6593.5939,6624.8511,6593.0738,77818509.0,0.46820899904071883,89897978.0
20161202,6520.9745,6617.8743,6623.7939,6520.9745,81097525.0,-1.4642133653097662,90421083.95
20161205,6486.0173,6462.2556,6522.5969,6451.0843,66821821.0,0.3676997858147242,90321568.7
20161206,6490.8897,6496.1638,6514.0316,6484.979,52009198.0,-0.08118791585890343,89299784.7
20161207,6558.0247,6493.0029,6558.2433,6481.9199,59406414.0,1.0014133830126508,87867100.3
20161208,6527.4338,6561.7215,6562.6574,6522.9608,56989763.0,-0.522541226414438,86185326.55
20161209,6513.9155,6519.3949,6534.8963,6500.2146,59218291.0,-0.08404767749228029,83627661.4
20161212,6249.0784,6512.959,6519.628,6241.6118,94736778.0,-4.051623847163778,82031033.15
20161213,6278.1793,6235.5581,6292.8031,6190.389,65206728.0,0.68351860918431,80035823.95
